time,url,site,title,text,stock
2011-04-25 10:15:00,https://smart-lab.ru/blog/news/5845.php,smart-lab.ru,Экономические новости,"Toyota полностью возродится лишь к РождествуРуководство Toyota Motor предупредило, что может возобновить в полном объеме производство автомобилей не ранее чем к концу 2011 года. Предполагается, что именно к этому сроку автоконцерн сможет наладить нарушенные в результате землетрясения и цунами поставки комплектующих.http://www.kommersant.ru/doc/1628577 За энергетиков пострадают газовики // Правительство может ограничить рост цен на газДля выполнения указания Владимира Путина по снижению тарифов монополий до уровня инфляции Минэкономики предложило отказаться от ускоренного вывода цен на газ на уровень равнодоходности. Это может позволить уже в 2012 году сократить рост цен на электроэнергию до 5–7%. Но придется опять снижать инвестпрограммы госкомпаний, а также в очередной раз пересматривать правила регулирования энергорынка.http://www.kommersant.ru/doc/1628578 ИФК теряет акционеров // Оба основных совладельца компании хотят избавиться от нееОбъединенная авиастроительная корпорация (ОАК) хочет продать 48% акций в «Ильюшин Финанс Ко» (ИФК), которая занимается лизингом отечественных самолетов. Со своей долей в ИФК (25,8% акций) давно надеется расстаться и Александр Лебедев. Однако третий крупный акционер ИФК, Внешэкономбанк (ВЭБ), увеличивать свою долю не собирается и наиболее вероятным претендентом на бумаги, к которым не проявляют никакого интереса реальные участники рынка, называют Сбербанк.http://www.kommersant.ru/doc/1628467 Плохие долги в хорошие руки // ВТБ 24 отбирает коллекторовВторой по размеру розничный кредитор после Сбербанка — ВТБ 24 — принципиально меняет подход к продаже проблемных кредитов физлиц. Банк намерен отказаться от общепринятой практики проведения тендеров по каждому из продаваемых портфелей и отобрать постоянных партнеров, которые в течение года будут покупать его проблемные долги. В ВТБ 24 уверяют, что новый подход позволит сэкономить на тендерах. По мнению участников рынка, ВТБ 24 стремится избежать репутационных рисков на фоне повышенного внимания надзорных ведомств к продажам банками розничных долгов коллекторам.http://www.kommersant.ru/doc/1628416 Обмен валюты на продажу // Исландская инвесткомпания ищет покупателя на российский банкИсландская инвесткомпания Straumborg планирует продать российскую «дочку» — небольшой Норвик-банк. Иностранные игроки сейчас часто сворачивают российский бизнес, если он не успел развиться до кризиса, но о бизнесе Норвик-банка этого не скажешь: банк с капиталом 650 млн руб. ежемесячно совершает валютно-обменных операций на 400 млрд руб.http://www.kommersant.ru/doc/1628474 Виртуальная тиражность // Как измеряется и продается трафик интернет-СМИИз всех средств массовой информации интернет-СМИ обладают самым высоким потенциалом увеличения аудитории. Посещаемость крупных интернет-изданий уже превосходит тиражи многих известных газет. Рекламодатели готовы платить за это, но хотят знать, как структурирован и подтвержден продаваемый им трафик.http://www.kommersant.ru/doc/1628437 Борис Вайнзихер расстался с «Газпромом» // Топ-менеджер покинул пост гендиректора ТГК-1Единственный топ-менеджер РАО «ЕЭС России», перешедший в энергокомпанию «Газпрома», покидает свой пост. Бориса Вайнзихера в должности гендиректора ТГК-1 сменит его заместитель Александр Филиппов. По неофициальной информации, никаких конфликтов с «Газпромом» у топ-менеджера не было, он просто уже давно хотел уйти, чтобы заняться собственным бизнесом.http://www.kommersant.ru/doc/1628396 Школы и вузы платят в бюджет больше «Газпрома» // Мониторинг / налогиДанные Федеральной налоговой службы (ФНС) о поступлениях в бюджетную систему РФ по основным видам экономической деятельности говорят о том, что в «посткризисном» 2010 году преобладающая часть главных поставщиков денег в госказну заплатила налогов больше, чем в докризисном 2007-м. Падение сборов продемонстрировали лишь сырьевые компании.http://www.kommersant.ru/doc/1628481 ВСТО прикрыли задвижкой // Сроки ввода трубопровода снова откладываютсяВ самом громком российском нефтетранспортном проекте — строительстве трубопровода Восточная Сибирь—Тихий океан (ВСТО) — снова возникли проблемы. Сроки ввода второй очереди сдвигаются. Официальной причиной стали некачественные шиберные задвижки венгерской DKG East, претензии к которой «Транснефть» оценивает на уровне 360 млн руб. Но эксперты уверены, что детали лишь формальный повод для оправдания задержек в проекте, сроки завершения которого изначально были нереально короткими.http://www.kommersant.ru/doc/1628539 «Соллерс» и Ford пересекли кредитную линию // ВЭБ предоставит партнерам рекордное госфинансирование«Соллерс» добился госфинансирования своих проектов с американским Ford — Внешэкономбанк (ВЭБ) откроет для их СП кредитную линию на 39 млрд руб. До сих пор столь масштабного финансирования ВЭБа не получал ни один участник российского авторынка. Для «Соллерс» и Ford это означает возможность запустить производство в 2012 году, для итальянского Fiat — вероятный отказ ВЭБа в кредите на сумму более €1,5 млрд.http://www.kommersant.ru/doc/1628538 Москва спишет девелоперам штрафы // за срыв сроков реализации инвестконтрактовМэрия Москвы простит девелоперам накопленные с начала кризиса штрафы за срыв сроков реализации инвестконтрактов и снизит их размер в будущем. Вместо нынешних 2% от рыночной стоимости проекта за каждый месяц просрочки теперь застройщики будут платить 0,5% за полгода. Девелоперы настаивают, что пока мэрия не упросит схему согласования проектов (сегодня на получение всех разрешительных документов уходит в среднем около 2,5 лет), они все равно не будут успевать в срок.http://www.kommersant.ru/doc/1628550 Константин Казенин: Почему федеральный центр «кормит Кавказ»?Митинг под лозунгом «Зачем кормить Кавказ?» в Москве был проведен рядом националистических организаций при активной информационной поддержке либеральных сайтов и радиостанций, заранее аккуратно сообщавших место и время его начала...http://www.regnum.ru/news/1398165.html Чем грозит снижение рейтинга США?В прошлый понедельник международное рейтинговое агентство Standard & Poor`s изменило прогноз кредитного рейтинга США со стабильного на негативный, сохранив его на уровне ААА. Мировые фондовые рынки отреагировали на это краткосрочным падением, причем сильнее всего, на 4%, упали российские индексы, которые, впрочем, вскоре вернули утраченные позиции. А решение S&P осталось в памяти лишь как предостережение властям США: необходимо возвращаться к более сбалансированной бюджетной политике.http://www.kommersant.ru/doc/1618611 Правительство реанимирует проект биржевой торговли газомПравительство решило реанимировать биржевые торги газом. Как стало известно РБК daily, сделки будут проходить на двух площадках: электронной «Межрегионгаза» и сырьевой бирже Санкт-Петербурга. На последней в 2011 году планируется реализовать 5 млрд куб. м.http://www.rbcdaily.ru/2011/04/25/tek/562949980137971 Слияние «Связьинвеста» с «Ростелекомом» под вопросомВ мае правительственная комиссия под председательством вице-премье­ра Сергея Иванова обсудит второй этап реорганизации госхолдинга «Связьинвест». Дискуссия может стать одной из самых жарких за всю историю реформы госхолдинга. Основной предмет обсуждения — возможное объединение управляющей компании «Связьинвеста» и оператора «Ростелеком». Как стало извест­но РБК daily, взгляды менеджмента двух компаний по этому вопросу разошлись. «Ростелеком» заинтересован в том, чтобы провести слияние как можно скорее, «Связьинвест» предпочитает не торопиться. Управляющую компанию поддерживает в этом один из крупнейших акционеров «Ростелекома» — ВЭБ.http://www.rbcdaily.ru/2011/04/25/media/562949980137972 Керимов выкупил у Дмитрия Рыболовлева 10% акций «Полюс Золото»В масштабной сделке по покупке Сулейманом Керимовым «Уралкалия» поставлена точка. На прошлой неделе бывший владелец калийной компании Дмитрий Рыболовлев вернул ему 10% акций «Полюс Золото», которые приобрел по сделке РЕПО. Больше стороны ничего друг другу не должны.http://www.rbcdaily.ru/2011/04/25/industry/562949980138180 «Башнефть» может заплатить АФК «Система» 30 млрд рублей дивидендовНефтяная компания «Башнефть» продолжает удерживать лидирующие позиции как по добыче нефти, так и по темпам роста чистой прибыли. Согласно первой самостоятельной отчетности по МСФО (ранее показатели компании раскрывала в своих финансовых результатах АФК «Система»), компания по итогам прошлого года утроила чистую прибыль. В итоге главный акционер может получить около 30 млрд руб. в виде дивидендов. Доходность акций окажется одной из самых высоких по отрасли.http://www.rbcdaily.ru/2011/04/25/tek/562949980138182 Как авария на АЭС в Японии повлияла на энергопланы ведущих стран мираТрагедия на АЭС «Фукусима-1» в Японии заставила многие страны мира начать пересматривать программы развития атомной энергетики. В первую очередь упор сделан на повышении уровня безопасности АЭС, что чревато значительным удорожанием строительства новых станций. Вслед за Германией некоторые государства задумались даже о полном выходе из атомной энергетики. Handelsblatt подготовила обзор реакции в разных уголках мира на катастрофу в Японииhttp://www.rbcdaily.ru/2011/04/25/world/562949980138215 X5 заключила крупнейшую cделку на посткризисном рынке складской недвижимостиТорговая сеть X5 Retail Group заключила договор с фондом Raven Russia по аренде площадей в логистическом парке «Ногинск-Восточный». Согласно условиям контракта ритейлер получит 75,7 тыс. кв. м склада сроком на десять лет. Консультанты называют эту сделку рекордом на пост­кризисном рынке складской недвижимости в России.http://www.rbcdaily.ru/2011/04/25/market/562949980138223 Иностранные инвесторы пошли в акции второго эшелонаПоследние данные агентства EPFR Global свидетельствуют о том, что на развивающихся рынках наблюдается приток средств несмотря на снижение прогноза рейтинга США. Такие данные оно выпустило на прошлой неделе. По словам участников рынка, львиную долю притока, в том числе и в России, обеспечивают зарубежные торгуемые фонды (ETF). Буквально на днях в США начал торговаться новый, рассчитанный на российские акции фонд.http://www.rbcdaily.ru/2011/04/25/finance/562949980138173 Российские банки в апреле заняли 2 млрд долларовРоссийские банки в апреле разместили евробонды на 2 млрд долл. — это семимесячный рекорд. Все банки-эмитенты — частные, для двух организаций выпуски стали крупнейшими в их личной истории. Банки торопятся привлечь сред­ства в ожидании роста ставок: сейчас доходность облигаций ниже докризисной — от 6% годовых.http://www.rbcdaily.ru/2011/04/25/finance/562949980138233 «ВымпелКом» создаст аналог SkypeМобильный оператор «ВымпелКом» собирается в скором времени создать собственную версию программы для IP-телефонии, сравнимую по функционалу со Skype, передает Cnews. На это может потребоваться порядка 200—300 тыс. долл. Эксперты отмечают, что программа, скорее всего, не составит какой-либо конкуренции Skype, однако может повысить ARPU абонентов «ВымпелКома».http://www.rbcdaily.ru/2011/04/25/media/562949980138218  ",RTKM
2011-04-26 21:06:00,https://smart-lab.ru/blog/news/5951.php,smart-lab.ru,Юрченко планирует увеличить долю в Ростелекоме до 10%,"Бывший глава Связьинвеста Евгений Юрченко планирует во 2-м квартале увеличить долю в Ростелекоме до 10%Сейчас у него 8,2%.Сегодня акции Ростелекома ни с того ни с сего выросли на 4%.Возможно, именно это заявление подтолкнуло их вверхЮрченко говорит, что капитализация объединенного Ростелекома составляет $19 млрд и компания сильно недооценена.При правильном подходе рост капитализации может составить 40% и выше.Пакет акций Юрченко собирает чтобы продвинуть в совет директоров своего человека.Помимо Евгения Юрченко, другим крупным минором Ростелекома является фонд Marshall Capital Partners, Константина Малофеева.",RTKM
2011-04-28 07:57:00,https://smart-lab.ru/blog/news/6033.php,smart-lab.ru,Экономические новости,"  «Русгидро» запутала рынок // учетом выручки энергосбытов Москвы и ПетербургаВ свои финансовые показатели за 2010 год по МСФО «РусГидро» включила денежные потоки пяти энергосбытовых компаний, которые около года находились на ее балансе, но должны быть переданы в собственность «Интер РАО ЕЭС». Это резко увеличило выручку компании, но почти не повлияло на прибыль. В отчетности за 2011 год финансовые показатели «РусГидро» опять придется ретроспективно пересчитывать.http://www.kommersant.ru/doc/1630745 ТНК-ВР опять зажала дивиденды // По итогам первого кварталаТНК-ВР увеличила прибыль в первом квартале на 91%, до $2,44 млрд. Однако на фоне конфликта акционеров компания не спешит выплачивать им дивиденды. Выплаты за четвертый квартал 2010 года ТНК-ВР осуществила только в апреле, а дивиденды за первый квартал и вовсе под вопросом. Эксперты считают, что компания ждет окончательного решения суда по спору ее основных владельцев — ВР и консорциума AAR.http://www.kommersant.ru/doc/1630023 История Банка Москвы в группе ВТБ начнется с 2012 года, заявляет ВТБ«В 2011 году мы планируем завершить due diligence (тщательная подготовка компании к проведению преобразований — ред.), провести переговоры с миноритариями, осуществить реструктуризацию, если потребуется, а также подготовить план по интеграции бизнес-подразделений», — сказал на конференц-колле старший вице-президент, глава подразделения по связям с инвесторами ВТБ Юрки Талвитие.http://www.rian.ru/economy/20110427/368816325.html BP не планирует в ближайшее время запускать программу buy-backБританский нефтегазовый гигант BP не планирует в ближайшее время вновь запускать программу обратного выкупа акций, сообщил в ходе телефонной конференции глава финансового подразделения компании Байрон Гроут (Byron Grote).http://www.rian.ru/economy/20110427/368807259.html BP хочет возобновить работы в Мексиканском заливе во II половине годаБританский нефтегазовый гигант BP рассчитывает возобновить буровые работы в Мексиканском заливе, остановленные после аварии на платформе компании в апреле прошлого года, во второй половине 2011 года, сообщил глава финансового подразделения компании Байрон Гроут (Byron Grote).http://www.rian.ru/economy/20110427/368828853.html Бензин в РФ может подорожать на 5-7%, заявил глава ЛУКОЙЛаПо словам Алекперова, возможное повышение цен на топливо связано с тем, что «совпало воедино — снова резкий рост цены на сырую нефть и рост акцизной нагрузки на литр бензина, который поступает потребителям».http://www.rian.ru/economy/20110427/368785374.html Банк Москвы продал свою латвийскую «дочку»Банк Москвы, 46,48% акций которого принадлежат ВТБ, продал свою латвийскую «дочку» — «Латвийский Бизнесбанк», сообщил РИА Новости источник, знакомый с ситуацией.http://www.rian.ru/economy/20110427/368769169.html «Роснефть» заплатила штраф более 1 млрд. рублей — ФАС23 апреля 2011 года в рамках «первой волны» дел о нарушениях антимонопольного законодательства на рынке нефтепродуктов крупнейшая российская нефтяная компания «Роснефть» перечислила в федеральный бюджет административный штраф в размере 1 508 688 396 рублей, говорится в сообщении Федеральной антимонопольной службы (ФАС)...http://www.regnum.ru/news/1399448.html Белоруссия формирует рабочую группу по объединению КамАЗ и МАЗВласти Белоруссии формируют межведомственную рабочую группу по созданию российско-белорусского холдинга «Росбелавто» (путем объединения МАЗ и КАМАЗ — ИА REGNUM)...http://www.regnum.ru/news/1399442.html Шереметьево прописали партнера // Credit Suisse и «Тройка Диалог» предлагают продать долю в аэропорту уже осеньюКонсорциум Credit Suisse и «Тройки Диалог» представил проект «Мария» — новые рекомендации относительно дальнейшего развития Шереметьево с учетом присоединения к нему аэропорта Внуково. Консультанты считают, что нужно привлечь управляющую компанию в Шереметьево уже осенью, продав ей акции аэропорта на $200 млн, а после слияния с Внуково позволить ей управлять двумя аэропортовыми комплексами.http://www.kommersant.ru/doc/1630984 Домодедово представили инвесторам // Аэропорт может провести частное размещение акцийАэропорт Домодедово готовится к размещению акций по закрытой подписке. Как стало известно «Ъ», на прошлой неделе состоялось road show аэропорта для ограниченного круга фондов, которые будут иметь право выкупить акции на $1 млрд, то есть около 20-25%. В презентации перед фондами аэропорт впервые раскрыл свои финансовые показатели, продемонстрировав неожиданно высокий для отрасли показатель рентабельности по чистой прибыли — 60%. Окончательное решение о размещении акций должно быть принято после майских праздников.http://www.kommersant.ru/doc/1630997 «Ростелеком» вышел на «Башинформсвязь» // Компания покупает 39,87% крупнейшего оператора БашкирииОбъединенный «Ростелеком» готовит первую сделку. Как стало известно «Ъ», компания подписала договор на покупку 39,87% акций крупнейшего телекоммуникационного оператора Башкирии «Башинформсвязь» за 3,64 млрд руб. Доля «Ростелекома» может увеличиться после того, как 28,24% «Башинформсвязи» будут переданы госхолдингу «Связьинвест», блокирующий пакет которого принадлежит «Ростелекому».http://www.kommersant.ru/doc/1630998 ТНК-ВР чистит кадры // Четыре топ-менеджера компании потеряют свои постыТНК-ВР обновляет команду менеджмента. До конца мая из компании уйдут главный операционный директор Билл Шрейдер, вице-президент по технологиям Фрэнсис Соммер и вице-президент по переработке и торговле Дидье Бодранд, вице-президент по разведке и добыче Сергей Брезицкий тоже покинет свой пост, но останется в компании. По мнению экспертов, уход менеджеров связан со скорым назначением Максима Барского главой компании, но может быть и частью очередного конфликта акционеров ТНК-ВР: большая часть уволенных — иностранцы.http://www.kommersant.ru/doc/1630979 «Уралкалий» рассчитается с топ-менеджерами // Компания утвердила принципы программы мотивации«Уралкалий» утвердил основные принципы программы мотивации топ-менеджеров. Она рассчитана на три года с момента объединения компании с «Сильвинитом». Основой для расчетов вознаграждений станет доходность компании в сравнении с сопоставимыми производителями, рыночная капитализация «Уралкалия» после слияния и учет рисков. Нулевым вознаграждение будет, если за время действия программы компания подешевеет на 25% и более.http://www.kommersant.ru/doc/1630909 «Торговый квартал» оживился // Девелопер выкупил торгцентр у фонда L&RP«Торговый квартал», который заморозил в кризис все стройки, договорился о покупке двух торгцентров —- действующего в Калуге и строящегося в подмосковном Ступино, их оценочная стоимость — $75-80 млн. Калужский проект продал британский инвестфонд London & Regional Properties (L&RP), который обещает сосредоточиться на офисном и гостиничном рынках.http://www.kommersant.ru/doc/1629953 От Глонасс не спрячешься // Коммерческим автоперевозчикам дали время на ее закупку до конца 2011 годаС 1 января 2012 года за отсутствие на коммерческом и спецтранспорте навигационной системы ГЛОНАСС планируется ввести штраф: для водителей — в размере 2,5 тыс. руб., для предприятий — 30 тыс. руб., предложил Минтранс соответствующие поправки к КоАП. При этом еще в феврале министерство было куда менее гуманно к транспортным компаниям — штраф мог достигать 50 тыс. руб., а применять новые поправки планировалось уже с 1 июля текущего года. Смягчить наказание за навигаторы министерство решило из-за возможности серьезных потерь для малого бизнеса, в частности такси и экспедиторов.http://www.kommersant.ru/doc/1630925 Mail.ru Group поспешила на биржу // Основатели компании продали акции на $450 млнОснователи Mail.ru Group и фонд Tiger Global продали 6,65% акций компании на $450 млн, не дождавшись окончания действия договора об ограничении продажи бумаг. Подобная спешка могла быть связана с предстоящим IPO другой крупнейшей российской интернет-компании «Яндекс», считают эксперты. Акции Mail.ru Group подешевели вчера на LSE почти на 9%.http://www.kommersant.ru/doc/1629957 Импортные таблетки растворились в российском рынке // Иностранные фармкомпании не торопятся производить их здесьНи один из крупнейших в мире производителей лекарств не занимает в России и 10% рынка, а совокупно на топ-10 мировых фармкомпаний пришлось только 25%, подсчитало отраслевое агентство ЦМИ «Фармэксперт». Объем всего российского рынка лекарств составляет чуть более $17 млрд, это меньше, чем выручка каждой из компаний в рейтинге, поэтому мировые лидеры не торопятся локализовать производство в России.http://www.kommersant.ru/doc/1630927 Мировые цены на нефть вырослиЦена июньских фьючерсов на североморскую нефтяную смесь марки Brent Crude Oil на лондонской бирже IСE по итогам торгов выросла на $0,99 — до $125,13 за баррель. На нью-йоркской бирже NYMEХ стоимость июньских фьючерсов на американскую легкую нефть марки Light Sweet Crude Oil повысилась на $0,55 — до $112,76 за баррель.http://www.rian.ru/economy/20110428/368926798.html ЛУКОЙЛ: налоговая нагрузка на нефтяную отрасль не должна превышать 50%Налоговая нагрузка на нефтяную отрасль не должна превышать 50%, но для проектов, не требующих значительных инвестиций, она может быть повышена и до 90%, считает президент крупнейшей российской частной нефтяной компании ЛУКОЙЛ Вагит Алекперов.http://www.rian.ru/economy/20110427/368898083.html Не забывайте ставить оценки и писать комментарии для дальнейшей мотивации данной темы. Спасибо. ",RTKM
2011-05-10 17:35:00,https://smart-lab.ru/blog/news/6503.php,smart-lab.ru,"Объединенный Ростелеком - новая ""фишка""...","По информации от моих коллег (Связьинвест) в ближайшие дни Ростелеком выпустит на рынок новую акцию. Акция аккумулирует в себе все телекомы… Торги будут открыты в ближайшие несколько дней!!!Также будут объеденены облигационные выпуски...Информацию о начале торгов рассылает биржа ММВБ.Возможно, новая акция, которая аккумулирует  в себе другие акции — может стать новой «фишкой». Честно говоря, как с начала 2000-х годов мне не нравился «Телек», так до сих пор его не торгую, однако возможное увеличение объемов торгов может привлечь в акцию как спекулянтов, так и более менее среднесрочных инвесторов. Общей фишки, которая отвечает за связь (более менее рыночной) у нас еще небыло… поглядим...Эмитент (коллеги) говорит, что ожидает в начале торгов «расколбас» некий... ",RTKM
2011-05-11 08:35:00,https://smart-lab.ru/blog/news/6531.php,smart-lab.ru,Экономические новости," Евро держится на американском слове // Греция и ЕЦБ обвалили его курс на российском рынкеВчера курс евро на российском валютном рынке впервые за полтора месяца опустился ниже 40 руб. за €1. Игру на понижение общеевропейской валюты вели западные инвесторы, на которых произвела впечатление информация об отказе Европейского центробанка (ЕЦБ) повышать процентные ставки, а также об обострившихся долговых проблемах Греции. Дальнейшему ослаблению евро может помешать слишком мягкая монетарная политика Федеральной резервной системы (ФРС) США.http://www.kommersant.ru/doc/1637730 Валюта рубль бережет // Укрепление рубля лишь увеличивает популярность долларовых депозитовЦентр макроэкономического анализа и краткосрочного прогнозирования (ЦМАКП) вчера опубликовал очередной ежемесячный доклад: «На выходе из кризиса: финансовые индикаторы» по итогам апреля 2011 года. Авторы отмечают тенденции замедления роста банковских сбережений населения и увеличения склонности к потреблению. Однако скорость роста валютных вкладов физлиц даже на фоне укрепления рубля продолжает увеличиваться.http://www.kommersant.ru/doc/1637759 РТС вырастила прибыль // Биржа зарабатывает акционерам на дивидендыВ преддверии поглощения крупнейшим российским биржевым холдингом ММВБ группа РТС показывает рост чистой прибыли в разы — как головной структуры, так и дочерней компании. Это как нельзя кстати для проведения выплаты дивидендов акционерам РТС в 1,5 млрд руб., которые предусмотрены предварительными условиями сделки с ММВБ.http://www.kommersant.ru/doc/1637731 Правила игрыО серебре независимый эксперт Дмитрий Тратасhttp://www.kommersant.ru/doc/1633801 «Ростелеком» одарит новых менеджеров // Компания запускает еще одну опционную программуУ «Ростелекома» может появиться вторая опционная программа. На ее реализацию менеджмент компании предложит совету директоров направить часть казначейских акций оператора, которые принадлежат подконтрольному «Ростелекому» «Мобителу». Стоимость всего пакета «Мобитела» (2,7%) сейчас оценивается в $421 млн.http://www.kommersant.ru/doc/1637808 ТГК-2 выбыла из олимпийской гонки // Проект Кудепстинской ТЭС передается другой компанииПроект строительства Кудепстинской ТЭС для энергоснабжения сочинской Олимпиады будет передан от ТГК-2 малоизвестной компании «Концерн Внешэнергоснаб». В ТГК-2 уверяют, что проблемы с выбранной для строительства площадкой не позволяют выполнить проект в срок. Однако новый исполнитель, не имеющий опыта строительства генерирующих объектов, не только гарантировал сроки, но и взялся найти до 19,5 млрд руб., необходимых для реализации проекта.http://www.kommersant.ru/doc/1637810 «Вертолеты России» пролетели мимо Лондона // IPO компании отложено на неопределенный срокВчера стало известно, что IPO холдинга «Вертолеты России», планировавшееся на май, не состоится. Компания планировала привлечь более $500 млн, но не смогла собрать достаточно заявок от инвесторов. Это уже шестое сорвавшееся публичное размещение российских компаний с начала года. Новую попытку провести IPO вертолетостроительный холдинг раньше следующего года не планирует.http://www.kommersant.ru/doc/1637780 Microsoft снимает Skype // с Facebook и GoogleMicrosoft покупает за $8,5 млрд популярный сервис интернет-телефонии Skype. Предложение Microsoft оказалось гораздо более щедрым, чем у Facebook и Google, которые предлагали за Skype в два с лишним раза меньше — $3-4 млрд. В России количество зарегистрированных пользователей Skype составляет порядка 7 млн, или около 1% от его общей абонентской базы, доля в выручке сервиса в стране не превышает тот же 1%, или $9 млн.http://www.kommersant.ru/doc/1637608 Михаил Прохоров выпускает энергию // Бизнесмен может продать долю в «Квадре»Российскую энергетику покидает очередной инвестор. Михаил Прохоров готов продать энергокомпанию «Квадра» (бывшая ТГК-4). Он уже провел переговоры с потенциальными претендентами, в том числе с «Интер РАО» и «Газпром энергохолдингом». Источники, близкие к группе ОНЭКСИМ господина Прохорова, уверяют, что он «никогда не был стратегическим инвестором в энергетику» и готов выйти из «Квадры», если предложат «хорошую цену». Но рыночная стоимость компании сейчас вдвое меньше той, что заплатила за нее группа в 2008 году.http://www.kommersant.ru/doc/1637662 Москва снизила ценник на офисы // и покинула тройку самых дорогих городов мира по ставкам арендыМосква опустилась в рейтинге городов мира с самыми высокими ставками аренды с третьего на четвертое место, уступив место в тройке лидеров Гонконгу, говорится в отчете консалтинговой компании Knight Frank. В бессменном лидере рейтинга Лондоне аренда офисов класса А обходится компаниям в €1,068 тыс. за 1 кв. м в год, в российской столице — €755 за 1 кв. м. Рынок офисной недвижимости Москвы только оправляется от кризиса, но уже по итогам 2011 года ставки в действующих бизнес-центрах города вырастут на 10-15%, уверены брокеры.http://www.kommersant.ru/doc/1637699 Олег Дерипаска вспомнил про Ванинский порт // накануне его приватизацииEn+ Group Олега Дерипаски стала официальным владельцем 27% акций Ванинского морского торгового порта. Близкий к группе офшор перевел на себя бумаги в преддверии приватизации оставшихся 73% акций порта, принадлежащих государству. En+ рассматривает возможность их покупки, тем более что участники рынка называют стартовую цену пакета — 1 млрд руб.— «низкой».http://www.kommersant.ru/doc/1637694 Автоваз получил прибыль со скидкой // Без дисконта по займам «Ростехнологий» завод был бы убыточенПо итогам 2010 года АвтоВАЗ впервые за два года стал прибыльным. Прибыль компании составила 3,6 млрд. руб. по сравнению с убытком 49,2 млрд руб. за 2009 год. Но аналитики считают, что компании удалось заработать только за счет поддержки «Ростехнологий» — прибыль образовалась за счет доходов от дисконтирования займов госкорпорации, а в противном случае АвтоВАЗ получил бы убыток в размере 4,1 млрд руб.http://www.kommersant.ru/doc/1637707 Boeing возьмет Сбербанк в лизингСбербанк первым в России планирует выйти на рынок операционного лизинга иностранных самолетов. Он подписал меморандум о сотрудничестве с Boeing. Сейчас порядка 70% всех самолетов в российских авиакомпаниях находится именно в операционном лизинге. Но эта услуга не предоставляется российскими финансовыми институтами, и авиакомпании вынужденно арендуют самолеты за рубежом.http://www.kommersant.ru/doc/1637921 Греция открестилась от дополнительной помощи ЕС и МВФГреция опровергла информацию Dow Jones об ожиданиях нового 60-миллиардного пакета помощи от ЕС и МВФ. Страны Еврозоны выступают против рефинансирования долгов Греции и Ирландии, которая также получила пакет финпомощи.http://www.newsru.com/finance/10may2011/grec.html «Кубаньэнерго» не планирует выплачивать дивиденды за 2010 год в связи с убыткамиСовет директоров ОАО «Кубаньэнерго» (дочерняя операционная компания ОАО «Холдинг МРСК») рекомендовал акционерам на годовом собрании 14 июня принять решение не выплачивать дивиденды за 2010 год в связи с получением убытка по итогам года...http://www.regnum.ru/news/1402977.html Таджикская алюминиевая компания сокращает производство в связи с модернизациейТаджикская алюминиевая компания TALCO сокращает производство крылатого металла. Об этом сообщает таджикская служба радио «Свобода». В руководстве компании сообщили, что сокращение производство связано с необходимостью замены устаревшего оборудования...http://www.regnum.ru/news/1402956.html «Русал» можeт взять кредит на $3,5 млрдАлюминиевый гигант «Русал» может на этой неделе подписать клубный кредит на $3,5 млрд с группой банков, сообщила Loan Pricing Corporation со ссылкой на источник в банковских кругах.http://www.kommersant.ru/news/1637581 «Аэрофлот» увеличил выручку по РСБУ в I кв на 25%, до 25 млрд рубВыручка крупнейшего российского авиаперевозчика ОАО «Аэрофлот — российские авиалинии» по итогам первого квартала 2011 года по РСБУ выросла на 25% по сравнению с аналогичным периодом 2010 года до около 25 миллиардов рублей, сообщил РИА Новости источник в авиакомпании.http://www.rian.ru/company/20110510/372629927.html  ",RTKM
